V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
uniprotkb:Q6PB44	uniprotkb:Q14254	-	-	uniprotkb:PTPN23(gene name)	uniprotkb:FLOT2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1459812	mentha-score:0.236
uniprotkb:Q7Z2Z1	uniprotkb:Q6PB44	-	-	uniprotkb:TICRR(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1470818	mentha-score:0.236
uniprotkb:Q7LBR1	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP1B(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1469073	mentha-score:0.236
uniprotkb:Q9NZZ3	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP5(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467854	mentha-score:0.236
uniprotkb:Q969G5	uniprotkb:Q6PB44	-	-	uniprotkb:PRKCDBP(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1471035	mentha-score:0.236
uniprotkb:Q8NFJ5	uniprotkb:Q6PB44	-	-	uniprotkb:GPRC5A(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1463796	mentha-score:0.236
uniprotkb:Q7Z3T8	uniprotkb:Q6PB44	-	-	uniprotkb:ZFYVE16(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1464377	mentha-score:0.236
uniprotkb:Q93050	uniprotkb:Q6PB44	-	-	uniprotkb:ATP6V0A1(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1458690	mentha-score:0.236
uniprotkb:Q8WUM4	uniprotkb:Q6PB44	-	-	uniprotkb:PDCD6IP(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1464689	mentha-score:0.236
uniprotkb:Q8WV92	uniprotkb:Q6PB44	-	-	uniprotkb:MITD1(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1471299	mentha-score:0.236
uniprotkb:Q9NQ89	uniprotkb:Q6PB44	-	-	uniprotkb:C12ORF4(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1469050	mentha-score:0.236
uniprotkb:Q9BY43	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP4A(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467355	mentha-score:0.236
uniprotkb:Q99816	uniprotkb:Q6PB44	-	-	uniprotkb:TSG101(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1462830	mentha-score:0.236
uniprotkb:Q9HD42	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP1A(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1461075	mentha-score:0.236
uniprotkb:Q9H444	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP4B(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1471282	mentha-score:0.236
uniprotkb:Q9UKS6	uniprotkb:Q6PB44	-	-	uniprotkb:PACSIN3(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467403	mentha-score:0.236
uniprotkb:Q9UBP0	uniprotkb:Q6PB44	-	-	uniprotkb:SPAST(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1462344	mentha-score:0.236
uniprotkb:Q9UBH6	uniprotkb:Q6PB44	-	-	uniprotkb:XPR1(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1463940	mentha-score:0.236
uniprotkb:Q9UJZ1	uniprotkb:Q6PB44	-	-	uniprotkb:STOML2(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467534	mentha-score:0.236
uniprotkb:Q9UIF8	uniprotkb:Q6PB44	-	-	uniprotkb:BAZ2B(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467513	mentha-score:0.236
uniprotkb:Q9UQN3	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP2B(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1466983	mentha-score:0.236
uniprotkb:Q9ULH0	uniprotkb:Q6PB44	-	-	uniprotkb:KIDINS220(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1469185	mentha-score:0.236
uniprotkb:Q9UNQ0	uniprotkb:Q6PB44	-	-	uniprotkb:ABCG2(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1464111	mentha-score:0.236
uniprotkb:Q9Y3E7	uniprotkb:Q6PB44	-	-	uniprotkb:CHMP3(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1467980	mentha-score:0.236
uniprotkb:Q9Y6W3	uniprotkb:Q6PB44	-	-	uniprotkb:CAPN7(gene name)	uniprotkb:PTPN23(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1466639	mentha-score:0.236
uniprotkb:Q6P1X5	uniprotkb:P54274	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TERF1(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:20811636	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:556244	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:Q16594	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF9(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:11564863	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:318202	mentha-score:0.426
uniprotkb:Q6P1X5	uniprotkb:Q16594	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF9(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:7597030	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:604591	mentha-score:0.426
uniprotkb:Q6P1X5	uniprotkb:Q16594	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF9(gene name)	psi-mi:MI:0401(biochemical)	-	pubmed:22939629	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:741745	mentha-score:0.426
uniprotkb:Q6P1X5	uniprotkb:P03372	-	-	uniprotkb:TAF2(gene name)	uniprotkb:ESR1(gene name)	psi-mi:MI:0018(two hybrid)	-	pubmed:9765300	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:668357	mentha-score:0.309
uniprotkb:Q6P1X5	uniprotkb:P60896	-	-	uniprotkb:TAF2(gene name)	uniprotkb:SHFM1(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:24515614	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:932247	mentha-score:0.21
uniprotkb:Q6P1X5	uniprotkb:Q12962	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF10(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:17643375	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:424794	mentha-score:0.309
uniprotkb:Q6P1X5	uniprotkb:Q12962	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF10(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:12601814	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:659170	mentha-score:0.309
uniprotkb:Q6P1X5	uniprotkb:Q16695	-	-	uniprotkb:TAF2(gene name)	uniprotkb:HIST3H3(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:17884155	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:834964	mentha-score:0.354
uniprotkb:Q6P1X5	uniprotkb:Q16695	-	-	uniprotkb:TAF2(gene name)	uniprotkb:HIST3H3(gene name)	psi-mi:MI:0686(unspecified method)	-	pubmed:20850016	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:1056638	mentha-score:0.354
uniprotkb:Q6P1X5	uniprotkb:P21675	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF1(gene name)	psi-mi:MI:0096(pull down)	-	pubmed:10469661	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:282851	mentha-score:0.454
uniprotkb:Q6P1X5	uniprotkb:P21675	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF1(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:15870300	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:503409	mentha-score:0.454
uniprotkb:Q6P1X5	uniprotkb:P05161	-	-	uniprotkb:TAF2(gene name)	uniprotkb:ISG15(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:16009940	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:678134	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:Q15287	-	-	uniprotkb:TAF2(gene name)	uniprotkb:RNPS1(gene name)	psi-mi:MI:0018(two hybrid)	-	pubmed:14729963	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:832792	mentha-score:0.309
uniprotkb:Q6P1X5	uniprotkb:P48431	-	-	uniprotkb:TAF2(gene name)	uniprotkb:SOX2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:23667531	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:863245	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:Q15717	-	-	uniprotkb:TAF2(gene name)	uniprotkb:ELAVL1(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:19322201	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:663118	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:Q15542	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF5(gene name)	psi-mi:MI:0401(biochemical)	-	pubmed:26344197	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0403(colocalization)	psi-mi:MI:0463(biogrid)	biogrid:1272983	mentha-score:0.081
uniprotkb:Q6P1X5	uniprotkb:Q15543	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TAF13(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:17643375	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:425142	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:Q15554	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TERF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:20811636	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:556357	mentha-score:0.126
uniprotkb:Q6P1X5	uniprotkb:O95402	-	-	uniprotkb:TAF2(gene name)	uniprotkb:MED26(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:21729782	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:844240	mentha-score:0.236
uniprotkb:Q6P1X5	uniprotkb:P20226	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TBP(gene name)	psi-mi:MI:0096(pull down)	-	pubmed:19240132	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:448969	mentha-score:0.659
uniprotkb:Q6P1X5	uniprotkb:P20226	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TBP(gene name)	psi-mi:MI:0401(biochemical)	-	pubmed:7680771	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0914(association)	psi-mi:MI:0463(biogrid)	biogrid:301082	mentha-score:0.659
uniprotkb:Q6P1X5	uniprotkb:P20226	-	-	uniprotkb:TAF2(gene name)	uniprotkb:TBP(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:17967894	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:519708	mentha-score:0.659
uniprotkb:Q6P1X5	uniprotkb:P33174	-	-	uniprotkb:TAF2(gene name)	uniprotkb:KIF4(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1462526	mentha-score:0.236
uniprotkb:Q9UGL1	uniprotkb:Q6P1X5	-	-	uniprotkb:KDM5B(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:19336002	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:435449	mentha-score:0.21
uniprotkb:Q8NBT0	uniprotkb:Q6P1X5	-	-	uniprotkb:POC1A(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:1313(bioid)	-	pubmed:26638075	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1434157	mentha-score:0.236
uniprotkb:Q7Z7C8	uniprotkb:Q6P1X5	-	-	uniprotkb:TAF8(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:14580349	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:566797	mentha-score:0.309
uniprotkb:Q7Z7C8	uniprotkb:Q6P1X5	-	-	uniprotkb:TAF8(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26186194	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1183266	mentha-score:0.309
uniprotkb:Q96EB6	uniprotkb:Q6P1X5	-	-	uniprotkb:SIRT1(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:18235501	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:825714	mentha-score:0.21
uniprotkb:Q9Y2J2	uniprotkb:Q6P1X5	-	-	uniprotkb:EPB41L3(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:24366813	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1240683	mentha-score:0.236
uniprotkb:Q8BGH2	uniprotkb:Q6P1X5	-	-	uniprotkb:SAMM50(gene name)	uniprotkb:TAF2(gene name)	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:26496610	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	psi-mi:MI:0915(physical association)	psi-mi:MI:0463(biogrid)	biogrid:1462527	mentha-score:0.236
uniprotkb:Q6NZY7	uniprotkb:P60953	-	-	uniprotkb:CDC42EP5(gene name)	uniprotkb:CDC42(gene name)	psi-mi:MI:0096(pull down)	-	pubmed:11035016	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:316327	mentha-score:0.671
uniprotkb:Q6NZY7	uniprotkb:P60953	-	-	uniprotkb:CDC42EP5(gene name)	uniprotkb:CDC42(gene name)	psi-mi:MI:0018(two hybrid)	-	pubmed:10490598	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:316363	mentha-score:0.671
uniprotkb:Q6NZY7	uniprotkb:P60953	-	-	uniprotkb:CDC42EP5(gene name)	uniprotkb:CDC42(gene name)	psi-mi:MI:0096(pull down)	-	pubmed:10490598	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0463(biogrid)	biogrid:316364	mentha-score:0.671
