whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P00861	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	420	Escherichia coli (strain K12)	83333	46177	NA		5 out of 5	Evidence at protein level	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	SwissProt_and_IMEX
P00864	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	883	Escherichia coli (strain K12)	83333	99063	NA		5 out of 5	Evidence at protein level	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	SwissProt_and_IMEX
P00887	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	348	Escherichia coli (strain K12)	83333	38735	NA		4 out of 5	Evidence at protein level	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	SwissProt_and_IMEX
P00888	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	356	Escherichia coli (strain K12)	83333	38804	NA		4 out of 5	Evidence at protein level	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	SwissProt_and_IMEX
P00892	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	548	Escherichia coli (strain K12)	83333	59285	NA		5 out of 5	Evidence at protein level	Acetolactate synthase isozyme 2 large subunit (AHAS-II) (EC 2.2.1.6) (ALS-II) (Acetohydroxy-acid synthase II large subunit)	SwissProt_and_IMEX
P00893	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	574	Escherichia coli (strain K12)	83333	62984	NA		5 out of 5	Evidence at protein level	Acetolactate synthase isozyme 3 large subunit (EC 2.2.1.6) (AHAS-III) (ALS-III) (Acetohydroxy-acid synthase III large subunit)	SwissProt_and_IMEX
P00894	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	163	Escherichia coli (strain K12)	83333	17977	NA		5 out of 5	Evidence at protein level	Acetolactate synthase isozyme 3 small subunit (EC 2.2.1.6) (ALS-III) (Acetohydroxy-acid synthase III small subunit) (AHAS-III)	SwissProt_and_IMEX
P00895	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	520	Escherichia coli (strain K12)	83333	57494	NA		5 out of 5	Evidence at protein level	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	SwissProt_and_IMEX
P00903	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	187	Escherichia coli (strain K12)	83333	20772	NA		5 out of 5	Evidence at protein level	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	SwissProt_and_IMEX
P00904	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	531	Escherichia coli (strain K12)	83333	56870	NA		5 out of 5	Evidence at protein level	Bifunctional protein TrpGD [Includes: Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Anthranilate phosphoribosyltransferase (EC 2.4.2.18)]	SwissProt_and_IMEX
P00909	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	453	Escherichia coli (strain K12)	83333	49492	NA		4 out of 5	Evidence at protein level	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	SwissProt_and_IMEX
P00914	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	472	Escherichia coli (strain K12)	83333	53667	NA		5 out of 5	Evidence at protein level	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	SwissProt_and_IMEX
P00926	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	442	Escherichia coli (strain K12)	83333	47901	NA		5 out of 5	Evidence at protein level	D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	SwissProt_and_IMEX
P00934	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	428	Escherichia coli (strain K12)	83333	47114	NA		4 out of 5	Evidence at protein level	Threonine synthase (TS) (EC 4.2.3.1)	SwissProt_and_IMEX
P00935	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	386	Escherichia coli (strain K12)	83333	41550	NA		5 out of 5	Evidence at protein level	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	SwissProt_and_IMEX
P00936	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	848	Escherichia coli (strain K12)	83333	97586	NA		5 out of 5	Evidence at protein level	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	SwissProt_and_IMEX
P00944	1	1	uniprotkb	83333	1	1	0	0	1	1	reviewed	440	Escherichia coli (strain K12)	83333	49742	NA		4 out of 5	Inferred from homology	Xylose isomerase (EC 5.3.1.5) (D-xylulose keto-isomerase)	SwissProt_and_IMEX
P00946	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	391	Escherichia coli (strain K12)	83333	42850	NA		5 out of 5	Evidence at protein level	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	SwissProt_and_IMEX
P00954	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	37438	NA		4 out of 5	Evidence at protein level	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	SwissProt_and_IMEX
P00956	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	938	Escherichia coli (strain K12)	83333	104297	NA		5 out of 5	Evidence at protein level	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	SwissProt_and_IMEX
P00957	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	876	Escherichia coli (strain K12)	83333	96032	NA		5 out of 5	Evidence at protein level	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	SwissProt_and_IMEX
P00959	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	677	Escherichia coli (strain K12)	83333	76255	NA		5 out of 5	Evidence at protein level	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	SwissProt_and_IMEX
P00960	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	303	Escherichia coli (strain K12)	83333	34774	NA		3 out of 5	Evidence at protein level	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	SwissProt_and_IMEX
P00961	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	689	Escherichia coli (strain K12)	83333	76813	NA		4 out of 5	Evidence at protein level	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	SwissProt_and_IMEX
P00962	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	554	Escherichia coli (strain K12)	83333	63478	NA		4 out of 5	Evidence at protein level	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	SwissProt_and_IMEX
P00963	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	330	Escherichia coli (strain K12)	83333	36651	NA		4 out of 5	Evidence at protein level	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	SwissProt_and_IMEX
P00968	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1073	Escherichia coli (strain K12)	83333	117842	NA		5 out of 5	Evidence at protein level	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	SwissProt_and_IMEX
P02338	1	1	0	0	0	0	0	0	0	1	reviewed	29	Escherichia coli (strain K12)	83333	3447	NA		1 out of 5	Predicted	Protamine-like protein	SwissProt_not_IMEX
P02358	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	135	Escherichia coli (strain K12)	83333	15703	NA		5 out of 5	Evidence at protein level	30S ribosomal protein S6 [Cleaved into: 30S ribosomal protein S6, fully modified isoform; 30S ribosomal protein S6, non-modified isoform]	SwissProt_and_IMEX
P02359	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	179	Escherichia coli (strain K12)	83333	20019	NA		5 out of 5	Evidence at protein level	30S ribosomal protein S7	SwissProt_and_IMEX
P02413	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	144	Escherichia coli (strain K12)	83333	14980	NA		3 out of 5	Evidence at protein level	50S ribosomal protein L15	SwissProt_and_IMEX
P02916	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	514	Escherichia coli (strain K12)	83333	57013	NA		5 out of 5	Evidence at protein level	Maltose transport system permease protein MalF	SwissProt_and_IMEX
P02918	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	850	Escherichia coli (strain K12)	83333	93636	NA		5 out of 5	Evidence at protein level	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.2.-) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	SwissProt_and_IMEX
P02919	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	844	Escherichia coli (strain K12)	83333	94293	NA	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=Alpha; Synonyms=Long; IsoId=P02919-1; Sequence=Displayed; Name=Gamma; Synonyms=Short; IsoId=P02919-2; Sequence=VSP_018737; 	5 out of 5	Evidence at protein level	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	SwissProt_and_IMEX
P02920	1	1	0	0	0	0	0	0	0	0	reviewed	417	Escherichia coli (strain K12)	83333	46503	NA		5 out of 5	Evidence at protein level	Lactose permease (Lactose-proton symport)	SwissProt_not_IMEX
P02921	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	473	Escherichia coli (strain K12)	83333	52636	NA		5 out of 5	Evidence at protein level	Melibiose carrier protein (Melibiose permease) (Melibiose transporter) (Na+ (Li+)/melibiose symporter) (Thiomethylgalactoside permease II)	SwissProt_and_IMEX
P02924	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	329	Escherichia coli (strain K12)	83333	35541	NA		4 out of 5	Evidence at protein level	L-arabinose-binding periplasmic protein (ABP)	SwissProt_and_IMEX
P02925	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	30950	NA		4 out of 5	Evidence at protein level	Ribose import binding protein RbsB	SwissProt_and_IMEX
